(Parent) ASIN,(Child) ASIN,Title,SKU,Sessions – Mobile app,Sessions – Mobile APP – B2B,Sessions – Browser,Sessions – Browser – B2B,Sessions – Total,Sessions – Total – B2B,Session percentage – Mobile App,Session percentage – Mobile APP – B2B,Session percentage – Browser,Session percentage – Browser – B2B,Session percentage – Total,Session percentage – Total – B2B,Page views – Mobile app,Page views – Mobile APP – B2B,Page views – Browser,Page views – Browser – B2B,Page views – Total,Page views – Total – B2B,Page views percentage – Mobile App,Page views percentage – Mobile app – B2B,Page views percentage – Browser,Page views percentage – Browser – B2B,Page views percentage – Total,Page views percentage – Total – B2B,Featured Offer (Buy Box) percentage,Featured Offer (Buy Box) percentage – B2B,Units ordered,Units ordered – B2B,Unit Session Percentage,Unit session percentage – B2B,Ordered Product Sales,Ordered product sales – B2B,Total order items,Total order items – B2B
B001QFZ42C,B001GNBW16,"Max Factor 2000 Calorie Volumising Mascara, Black/Brown, Smudge Proof Formula for Sensitive Eyes, 9 ml",MF-MSC-2K-BLKBROWN_SNL,"1,113",9,735,3,"1,848",12,0.12%,0.17%,0.17%,0.07%,0.13%,0.13%,"1,447",9,"1,022",4,"2,469",13,0.12%,0.13%,0.18%,0.07%,0.14%,0.10%,0.89%,0.00%,6,0,0.32%,0.00%,£38.70,£0.00,6,0
B0C8JZBJXX,B0034LQXKI,Max Factor Creme Puff Refill Candle Glow,MF-CP-RLCH-55-V3,16,0,21,0,37,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,18,0,31,0,49,0,0.00%,0.00%,0.01%,0.00%,0.00%,0.00%,82.61%,0.00%,11,0,29.73%,0.00%,£76.45,£0.00,6,0
B0FD9VBKMP,B00HAFT8O2,"Bourjois 123 Perfect CC Cream Colour Correcting 31 Ivory, 3ml, 357310",BJS-123PCC-31,53,0,65,0,118,0,0.01%,0.00%,0.02%,0.00%,0.01%,0.00%,89,0,95,0,184,0,0.01%,0.00%,0.02%,0.00%,0.01%,0.00%,9.26%,0.00%,7,0,5.93%,0.00%,£160.93,£0.00,6,0
B08HQSPF1F,B00JSMYPCK,"Max Factor Eyebrow Pencil, Ebony",MF-EBP-EBONY_SNL,56,0,42,0,98,0,0.01%,0.00%,0.01%,0.00%,0.01%,0.00%,66,0,52,0,118,0,0.01%,0.00%,0.01%,0.00%,0.01%,0.00%,7.83%,0.00%,7,0,7.14%,0.00%,£29.13,£0.00,6,0
B00NA0V7AE,B00MGKAVQK,"Rimmel London Glitter Nail Polish Top Coat, Disco Diva, 8 ml",RIM-NAIL-GLITTER-BOMB-019,175,0,79,0,254,0,0.02%,0.00%,0.02%,0.00%,0.02%,0.00%,231,0,116,0,347,0,0.02%,0.00%,0.02%,0.00%,0.02%,0.00%,33.33%,0.00%,6,0,2.36%,0.00%,£29.70,£0.00,6,0
B0GR1K65GN,B00UYJGM86,"Rimmel 60 Seconds Super Shine Nail Polish, Funtime Fushia, Quick-Dry Nail Polish, Ultra-Shiny Finish, Easy to Apply, Vibrant Colour, Long-Wearing, Clean and Improved Formula, Vegan, 8ml",RIM-NAIL-60S-323,"3,785",29,"1,422",19,"5,207",48,0.39%,0.55%,0.34%,0.46%,0.38%,0.51%,"4,682",38,"1,810",29,"6,492",67,0.37%,0.55%,0.32%,0.50%,0.36%,0.53%,0.03%,0.00%,6,0,0.12%,0.00%,£26.74,£0.00,6,0
B016WOFGO2,B016WOFGO2,"Maybelline Concealer, Instant Anti-Age Eraser Eye Concealer for Face, Dark Circles and Blemish Concealer, Full Coverage, Dermatologist Tested, Suitable for Sensitive Skin, Shade: 02 Nude",MAYB-IAA-02-V2,64,0,20,1,84,1,0.01%,0.00%,0.00%,0.02%,0.01%,0.01%,93,0,22,1,115,1,0.01%,0.00%,0.00%,0.02%,0.01%,0.01%,49.52%,100.00%,6,0,7.14%,0.00%,£53.94,£0.00,6,0
B0179SEI1M,B0179SEI1M,Technic Colour Fix Pressed Powder Contour Palette 28 g (Pack of 1),TECHNIC-CFIX-PWDR-PAL,55,1,25,0,80,1,0.01%,0.02%,0.01%,0.00%,0.01%,0.01%,72,1,39,0,111,1,0.01%,0.01%,0.01%,0.00%,0.01%,0.01%,20.41%,0.00%,7,0,8.75%,0.00%,£29.75,£0.00,6,0
B07H8T68MM,B071459JYQ,"Bourjois 2-in-1 Khôl and Contour Eyeliner and Eye Pencil 2 Ultra Black, 1.2g",BJS-KCELP-002,149,1,128,3,277,4,0.02%,0.02%,0.03%,0.07%,0.02%,0.04%,187,1,164,4,351,5,0.01%,0.01%,0.03%,0.07%,0.02%,0.04%,13.91%,0.00%,10,0,3.61%,0.00%,£40.10,£0.00,6,0
B077CKGFVV,B077CKGFVV,CHI Luxury Black Seed Oil Dry Oil,CHI-BLKSEED-OIL-15ML,18,0,15,0,33,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,24,0,16,0,40,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,97.22%,0.00%,6,0,18.18%,0.00%,£23.70,£0.00,6,0
B0H3K42JGB,B078748C4T,"MAX FACTOR - Brow Shaper - Double Tipped Mechanical Pencil With Spoolie Brush - Utltra Fine Tip For Precise Application, Softening Effect, Matte Finish - 20 Brown - 1g",MF-BS-20,"1,363",11,570,3,"1,933",14,0.14%,0.21%,0.14%,0.07%,0.14%,0.15%,"1,689",13,755,4,"2,444",17,0.13%,0.19%,0.13%,0.07%,0.13%,0.13%,5.45%,0.00%,8,0,0.41%,0.00%,£52.06,£0.00,6,0
B08RFY74SH,B07H8YLM5P,"Bourjois Brow Reveal Pencil 3 Brown, .35g",BJS-BROWREVEAL-003_SNL,43,0,22,0,65,0,0.00%,0.00%,0.01%,0.00%,0.00%,0.00%,58,0,30,0,88,0,0.00%,0.00%,0.01%,0.00%,0.00%,0.00%,45.88%,0.00%,10,0,15.38%,0.00%,£52.90,£0.00,6,0
B0GR1K65GN,B07NXTGSZY,"Rimmel 60 Seconds Super Shine Nail Polish, All Nails On Deck, Quick-Dry Nail Polish, Ultra-Shiny Finish, Easy to Apply, Vibrant Colour, Long-Wearing, Clean and Improved Formula, Vegan, 8ml",RIM-NAIL-60S-722,"2,995",23,"1,313",14,"4,308",37,0.31%,0.43%,0.31%,0.34%,0.31%,0.39%,"3,611",34,"1,650",15,"5,261",49,0.29%,0.49%,0.29%,0.26%,0.29%,0.39%,0.92%,9.09%,6,0,0.14%,0.00%,£30.96,£0.00,6,0
B081TFT7FN,B081TFT7FN,"7th Heaven Clean Pores Radiant Skin, Stardust Galactic Gold Peel-Off Mask, With The Infusion of witch hazel, willow herb, tea tree and a sprinkle of biodegradable glitter, 10g",7H-GALACTIC-GOLD-PEEL-MASK-10ML,8,0,9,0,17,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,18,0,12,0,30,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,86.96%,0.00%,7,0,41.18%,0.00%,£12.25,£0.00,6,0
B0F1MMQVPB,B08TMH87QP,"Sally Hansen Insta-Dri Nail Polish, In A Blush, 60 Seconds Quick Drying, Long Lasting, Streak Free, Shiny Finish, 3-in-1 Formula, Built in Base and Top Coat, 9.17ml",SH-INSTANAIL-239,"2,401",22,887,12,"3,288",34,0.25%,0.42%,0.21%,0.29%,0.24%,0.36%,"2,939",29,"1,125",34,"4,064",63,0.23%,0.42%,0.20%,0.59%,0.22%,0.50%,1.16%,0.00%,6,0,0.18%,0.00%,£29.88,£0.00,6,0
B0C5CNDJZS,B0931HXRTP,"Rimmel London Lasting Finish Exaggerate Lip Liners, 105 Mauve Spell, 4g",RIM-LAST-AUTOLIP-105_SNL,782,3,380,6,"1,162",9,0.08%,0.06%,0.09%,0.15%,0.08%,0.10%,959,4,476,8,"1,435",12,0.08%,0.06%,0.08%,0.14%,0.08%,0.09%,4.79%,100.00%,8,2,0.69%,22.22%,£35.60,£8.90,6,2
B01M0M1D7R,B09N2YKP5B,"Max Factor Crème Puff Pressed Powder, 55 Candle Glow, 14g",MF-CP-RLCH-55,165,0,117,1,282,1,0.02%,0.00%,0.03%,0.02%,0.02%,0.01%,217,0,167,1,384,1,0.02%,0.00%,0.03%,0.02%,0.02%,0.01%,24.59%,0.00%,7,0,2.48%,0.00%,£43.07,£0.00,6,0
B09RB882ZC,B09RB882ZC,"Wax Lyrical Tealight Set - Fresh Eucalyptus, 9 Fragranced Tealights",WAXLYRICAL-FRESHEUCAL-TEALIGHTS-9PK,239,1,115,1,354,2,0.02%,0.02%,0.03%,0.02%,0.03%,0.02%,300,1,141,1,441,2,0.02%,0.01%,0.03%,0.02%,0.02%,0.02%,2.85%,0.00%,7,0,1.98%,0.00%,£35.35,£0.00,6,0
B0GGB6BYK1,B09ZYTKVYC,"Rimmel Lasting Finish Lipstick 900 Pearl Shimmer, Creamy Satin Finish, Long Lasting 8 HR Wear, Comfortable Formula, Rich Pigment",RIM-LF-SG-LS-900_SNL,"2,015",8,968,8,"2,983",16,0.21%,0.15%,0.23%,0.20%,0.22%,0.17%,"2,425",9,"1,250",9,"3,675",18,0.19%,0.13%,0.22%,0.16%,0.20%,0.14%,2.86%,0.00%,6,0,0.20%,0.00%,£35.87,£0.00,6,0
B0BQZ6WMC1,B0BQZ6WMC1,ARMAF Club De Nuit Untold Eau De Parfum 105ml,ARMAF-CLUBDENUIT-UNTOLD-EDP-105ML,"1,196",10,493,2,"1,689",12,0.12%,0.19%,0.12%,0.05%,0.12%,0.13%,"1,729",11,661,4,"2,390",15,0.14%,0.16%,0.12%,0.07%,0.13%,0.12%,3.19%,0.00%,6,0,0.36%,0.00%,£218.14,£0.00,6,0
B000KEIPC6,B000KEIPC6,"American Crew forming Cream with Medium Hold and Shine, Gifts for Men, for Shape and Thickening, Cream Texture for All Hair Types, Hair Styling for Men - 85 g",AMERICANCREW-CLASSIC-FORMING-CRM-85G,"3,133",21,"1,395",23,"4,528",44,0.33%,0.40%,0.33%,0.56%,0.33%,0.47%,"4,604",35,"1,873",30,"6,477",65,0.37%,0.51%,0.33%,0.52%,0.36%,0.51%,0.83%,3.45%,10,5,0.22%,11.36%,£180.00,£90.00,5,1
B001BLL3YO,B001BLL3YO,Max Factor Masterpiece Waterproof Mascara Black 81462650,MF-MSC-MPC-WP,446,2,218,2,664,4,0.05%,0.04%,0.05%,0.05%,0.05%,0.04%,545,3,290,3,835,6,0.04%,0.04%,0.05%,0.05%,0.05%,0.05%,1.81%,0.00%,5,0,0.75%,0.00%,£33.11,£0.00,5,0
B09F3ZMYK5,B0047X6QEA,Rimmel London Lasting Finish Bullets (Satin) - 077 Asia,RIM-LF-LS-077_SNL,229,0,152,1,381,1,0.02%,0.00%,0.04%,0.02%,0.03%,0.01%,331,0,201,1,532,1,0.03%,0.00%,0.04%,0.02%,0.03%,0.01%,0.85%,0.00%,5,0,1.31%,0.00%,£47.45,£0.00,5,0
B0BTGS49QW,B0050NVBLO,"essence LONG-LASTING eye pencil, longlasting, defining (0.28g)",ESSENCE-LONGLAST-EYE-PENCIL-12,412,1,198,4,610,5,0.04%,0.02%,0.05%,0.10%,0.04%,0.05%,513,1,265,6,778,7,0.04%,0.01%,0.05%,0.10%,0.04%,0.06%,9.37%,0.00%,5,0,0.82%,0.00%,£21.50,£0.00,5,0
B005IHA0O6,B005IHA0O6,Body Collection Liquid Eyeliner - Black,BC-LIQ-EYELINER-BLACK,32,0,14,0,46,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,35,0,14,0,49,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,39.58%,0.00%,5,0,10.87%,0.00%,£16.35,£0.00,5,0
B005IHA0O6,B005IHA0O6,Body Collection Liquid Eyeliner - Black,BC-LIQ-EYELINER-BLACK_SNL,32,0,14,0,46,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,35,0,14,0,49,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,39.58%,0.00%,6,0,13.04%,0.00%,£20.52,£0.00,5,0
B0H4F2L52Y,B008L0KC04,"RIMMEL LONDON - Stay Matte Pressed Powder - Lightweight, Oil Absorbing, Smooth Non-Powdery Texture, Lasting Up To 5hrs - For All Skin Types - Dermatologically Tested - 004 Sandstorm - 14g",RIM-SMPP-004_SNL,"2,662",13,"1,106",7,"3,768",20,0.28%,0.25%,0.26%,0.17%,0.27%,0.21%,"3,321",15,"1,376",8,"4,697",23,0.27%,0.22%,0.25%,0.14%,0.26%,0.18%,0.56%,0.00%,6,0,0.16%,0.00%,£29.94,£0.00,5,0
B00I53YHFI,B00I53YHFI,Hansaplast Lion Heat Plaster 4 Sheets (9 cm X 11 Cm),HANSAPLAST-HEAT-PLASTERS-4PACK,49,0,61,1,110,1,0.01%,0.00%,0.01%,0.02%,0.01%,0.01%,61,0,75,1,136,1,0.00%,0.00%,0.01%,0.02%,0.01%,0.01%,93.70%,100.00%,7,0,6.36%,0.00%,£27.93,£0.00,5,0
B08RFX1H5F,B00O32UOBQ,"Bourjois Levres Contour Edition Lip Liner and Pencil 1 Nude Wave Nudes, 1.14g, 330011",BJS-CE-LLP-01_SNL,138,1,88,2,226,3,0.01%,0.02%,0.02%,0.05%,0.02%,0.03%,181,1,113,2,294,3,0.01%,0.01%,0.02%,0.03%,0.02%,0.02%,4.45%,0.00%,5,0,2.21%,0.00%,£23.95,£0.00,5,0
B0BXS352Y4,B00PWKVHDM,Marion Hair Dye Shampoo Bag Semi-Permanent Colour 4 to 8 Washes with Aloe and Keratin,MARION-COLOR-SHAMP-57_SNL,490,2,240,6,730,8,0.05%,0.04%,0.06%,0.15%,0.05%,0.09%,713,2,305,9,"1,018",11,0.06%,0.03%,0.05%,0.16%,0.06%,0.09%,32.05%,100.00%,12,0,1.64%,0.00%,£40.95,£0.00,5,0
B0H4SV53T5,B00UYJEI9Q,"Rimmel 60 Seconds Super Shine Nail Polish, 270 Sweet Retreat, Quick-Dry Nail Polish, Ultra-Shiny Finish, Easy to Apply, Vibrant Colour, Long-Wearing, Improved Formula, Vegan, 8ml",RIM-NAIL-60S-270_PRIME,"8,490",38,"3,253",28,"11,743",66,0.88%,0.72%,0.77%,0.68%,0.85%,0.70%,"10,949",42,"4,424",44,"15,373",86,0.87%,0.61%,0.79%,0.76%,0.85%,0.68%,0.21%,47.62%,6,0,0.05%,0.00%,£28.20,£0.00,5,0
B0H4SV53T5,B00UYJGYCK,"Rimmel 60 Seconds Super Shine Nail Polish, 740 Clear, Quick-Dry Nail Polish, Ultra-Shiny Finish, Easy to Apply, Vibrant Colour, Long-Wearing, Improved Formula, Vegan, 8ml",RIM-NAIL-60S-740,"12,392",56,"7,491",66,"19,883",122,1.29%,1.06%,1.78%,1.61%,1.44%,1.30%,"14,902",65,"9,564",102,"24,466",167,1.19%,0.94%,1.70%,1.77%,1.35%,1.32%,0.01%,0.00%,5,0,0.03%,0.00%,£23.95,£0.00,5,0
B00W375QL6,B00W375QL6,Technic Lipstick With Added Vitamin E-Bare All,TECHNIC-VITAMINE-LPK-BAREALL,36,0,42,0,78,0,0.00%,0.00%,0.01%,0.00%,0.01%,0.00%,50,0,64,0,114,0,0.00%,0.00%,0.01%,0.00%,0.01%,0.00%,25.24%,0.00%,10,0,12.82%,0.00%,£33.50,£0.00,5,0
B015VLZYJY,B015VLZYJY,Pure Line Clear 50g UV Gel Nails Acid Free Builder File Off Gel Silcare,SILCARE-PURE-LINE-50G-CLEAR,9,1,2,0,11,1,0.00%,0.02%,0.00%,0.00%,0.00%,0.01%,13,2,3,0,16,2,0.00%,0.03%,0.00%,0.00%,0.00%,0.02%,61.54%,0.00%,5,0,45.45%,0.00%,£49.95,£0.00,5,0
B0H3JHFT83,B019W17T42,"L'Oréal Paris Magic Retouch Temporary Root Touch Up Spray, Black 75ml",LOREAL-MAGIC-SPRAY-BLACK_PRIME,"2,025",19,876,14,"2,901",33,0.21%,0.36%,0.21%,0.34%,0.21%,0.35%,"2,643",25,"1,128",21,"3,771",46,0.21%,0.36%,0.20%,0.36%,0.21%,0.36%,0.51%,0.00%,11,0,0.38%,0.00%,£93.83,£0.00,5,0
B0CMT4G3MV,B01BNK11J4,"Rimmel London Super Gel Nail Polish by Kate, 24 Red Ginger, 12 ml",RIM-NAIL-SUPERGEL-024,76,1,31,0,107,1,0.01%,0.02%,0.01%,0.00%,0.01%,0.01%,85,1,38,0,123,1,0.01%,0.01%,0.01%,0.00%,0.01%,0.01%,26.72%,0.00%,5,0,4.67%,0.00%,£33.95,£0.00,5,0
B085V3JS5R,B01JOKXDLO,"Sally Hansen Colour Therapy Nail Polish with Argan Oil, 14.7 ml, Soak at Sunset",SH-COLORTHERAPY-300,134,1,69,0,203,1,0.01%,0.02%,0.02%,0.00%,0.01%,0.01%,156,1,84,0,240,1,0.01%,0.01%,0.01%,0.00%,0.01%,0.01%,11.97%,0.00%,6,0,2.96%,0.00%,£47.70,£0.00,5,0
B0G3WMZ4P2,B01MU7Y7EG,"Rimmel Moisture Renew Lipstick, Pink Lane",RIM-MOIST-LPK-126_SNL,136,0,145,1,281,1,0.01%,0.00%,0.03%,0.02%,0.02%,0.01%,205,0,211,1,416,1,0.02%,0.00%,0.04%,0.02%,0.02%,0.01%,0.52%,0.00%,6,0,2.14%,0.00%,£62.70,£0.00,5,0
B0BXS352Y4,B01MYN910S,Marion Hair Color Shampoo in Sachet - Lasting 4-8 Washes - With Aloe & Keratin 63 Chocolate Brown,MARION-COLOR-SHAMP-63_SNL,959,3,500,6,"1,459",9,0.10%,0.06%,0.12%,0.15%,0.11%,0.10%,"1,456",3,768,14,"2,224",17,0.12%,0.04%,0.14%,0.24%,0.12%,0.13%,20.22%,0.00%,9,0,0.62%,0.00%,£26.43,£0.00,5,0
B0BXS352Y4,B06Y1W2LQ6,Marion Hair Dye Shampoo Bag Semi-Permanent Colour 4 to 8 Washes with Aloe and Keratin,MARION-COLOR-SHAMP-65_SNL,251,1,142,1,393,2,0.03%,0.02%,0.03%,0.02%,0.03%,0.02%,325,1,167,1,492,2,0.03%,0.01%,0.03%,0.02%,0.03%,0.02%,29.96%,50.00%,10,0,2.54%,0.00%,£39.90,£0.00,5,0
B0G6VRMSWW,B0742CVQW4,"RIMMEL LONDON - Scandal'eyes Eyeliner - Waterproof Khol - 24hr Wear, Smudge-proof - Ultra Smooth & Creamy Formula - High Intensity Colour - 001 Black - 1.3g",RIM-SCD-EL-WP-001,"4,145",30,"1,714",13,"5,859",43,0.43%,0.57%,0.41%,0.32%,0.42%,0.46%,"5,396",36,"2,278",18,"7,674",54,0.43%,0.52%,0.41%,0.31%,0.42%,0.43%,24.91%,0.00%,7,0,0.12%,0.00%,£28.91,£0.00,5,0
B081TBZZ3Z,B081TBZZ3Z,"7th Heaven Stardust Heavenly Aquamarine Peel-Off Coconut Clay Face Mask to Remove Blackheads, Hydrate and Nourish for Ultra Clean, Glowing Skin - Ideal for Normal, Combination and Dry Skin 10ml",7H-AQUAMARINE-PEEL-MASK-10ML,15,0,8,0,23,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,33,0,13,0,46,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,87.88%,0.00%,6,0,26.09%,0.00%,£11.94,£0.00,5,0
B0HBX24WS6,B08CBGLBZG,Yankee Candle Wax Melts | Lemon Lavender | Up to 8 Hours of Fragrance | 1 Count,YANKEE-LEMON-LAVANDER-SGN-WAX-MELT,57,0,19,0,76,0,0.01%,0.00%,0.00%,0.00%,0.01%,0.00%,63,0,27,0,90,0,0.01%,0.00%,0.00%,0.00%,0.00%,0.00%,20.22%,0.00%,7,0,9.21%,0.00%,£29.33,£0.00,5,0
B08HJR3LBH,B08HJR3LBH,"Catrice Shake Fix Glow Spray, moisturizing/hydrating, fixing, refreshing, translucent (50ml)",CATRICE-SHAKE-FIX-GLOW-SPRAY-50ML,113,0,45,1,158,1,0.01%,0.00%,0.01%,0.02%,0.01%,0.01%,147,0,49,1,196,1,0.01%,0.00%,0.01%,0.02%,0.01%,0.01%,52.12%,0.00%,5,0,3.16%,0.00%,£38.65,£0.00,5,0
B0CLGWXNPJ,B08PDQZWCM,"Rimmel Scandaleyes Exaggerate Eye Definer, 002 Chocolate Brown, 0.35g",RIM-SCD-EYE-002,"5,310",47,"1,944",13,"7,254",60,0.55%,0.89%,0.46%,0.32%,0.53%,0.64%,"6,945",63,"2,640",20,"9,585",83,0.55%,0.92%,0.47%,0.35%,0.53%,0.66%,4.28%,0.00%,5,0,0.07%,0.00%,£23.25,£0.00,5,0
B08PL2QZRX,B08PL2QZRX,Silcare Cuticle Oil Mango Orange 75ml,SILCARE-CUTICLE-OIL-75ML-MANGO,23,0,8,0,31,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,29,0,10,0,39,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,25.00%,0.00%,5,0,16.13%,0.00%,£39.25,£0.00,5,0
B09CH9DZL9,B08PXKSNQ1,"Rimmel, High'light Powder, Stardust",RIM-HIGHLIGHT-001,223,0,123,0,346,0,0.02%,0.00%,0.03%,0.00%,0.03%,0.00%,341,0,184,0,525,0,0.03%,0.00%,0.03%,0.00%,0.03%,0.00%,5.64%,0.00%,6,0,1.73%,0.00%,£35.76,£0.00,5,0
B0H9NL8NCX,B093LR79HM,"Facefinity Refillable Compact Foundation, SPF 20, Flawless Matte Finish in Creamy Ivory 040",MF-FFCOMPACT-040,706,2,288,1,994,3,0.07%,0.04%,0.07%,0.02%,0.07%,0.03%,813,2,369,1,"1,182",3,0.06%,0.03%,0.07%,0.02%,0.07%,0.02%,6.03%,0.00%,5,0,0.50%,0.00%,£49.95,£0.00,5,0
B0H3XW8FLM,B0977MGD5X,"Rimmel  London, Wonder’Extension  Lash Extension Effect Mascara, 001 Very Black",RIM-MSC-WNDR-EXT-001_SNL,217,3,112,1,329,4,0.02%,0.06%,0.03%,0.02%,0.02%,0.04%,264,3,143,1,407,4,0.02%,0.04%,0.03%,0.02%,0.02%,0.03%,2.33%,0.00%,6,0,1.82%,0.00%,£32.10,£0.00,5,0
B0F8XF4BM6,B09ZYSM3VW,"Rimmel London Lasting Finish Shimmers, Shade 903 Plum Pie, 1 Count (Pack of 1)",RIM-LF-SG-LS-903,59,0,53,0,112,0,0.01%,0.00%,0.01%,0.00%,0.01%,0.00%,74,0,75,0,149,0,0.01%,0.00%,0.01%,0.00%,0.01%,0.00%,48.59%,0.00%,5,0,4.46%,0.00%,£29.95,£0.00,5,0
B0GGB6BYK1,B09ZYTKVYC,"Rimmel Lasting Finish Lipstick 900 Pearl Shimmer, Creamy Satin Finish, Long Lasting 8 HR Wear, Comfortable Formula, Rich Pigment",RIM-LF-SG-LS-900,"2,015",8,968,8,"2,983",16,0.21%,0.15%,0.23%,0.20%,0.22%,0.17%,"2,425",9,"1,250",9,"3,675",18,0.19%,0.13%,0.22%,0.16%,0.20%,0.14%,2.86%,0.00%,6,0,0.20%,0.00%,£32.88,£0.00,5,0
B0C3G9J5Q8,B0C3G9J5Q8,Odyssey Mandarin Sky (100ml),ARMAF-149371-V2,"2,750",21,937,10,"3,687",31,0.29%,0.40%,0.22%,0.24%,0.27%,0.33%,"3,852",31,"1,301",12,"5,153",43,0.31%,0.45%,0.23%,0.21%,0.28%,0.34%,1.46%,0.00%,5,0,0.14%,0.00%,£113.23,£0.00,5,0
B0743CQJ7H,B000ORXNOO,"Max Factor Masterpiece Reg Mascara, 002 Black/Brown",MF-MSC-MPC-02,83,0,41,2,124,2,0.01%,0.00%,0.01%,0.05%,0.01%,0.02%,103,0,63,2,166,2,0.01%,0.00%,0.01%,0.03%,0.01%,0.02%,9.74%,50.00%,4,0,3.23%,0.00%,£22.20,£0.00,4,0
B0B4ZB7SJC,B0027GYN7Q,7th Heaven Strawberry Souffle Face Masque 15ml,7H-STRBERRY-CRM-MOIST-MASK-15ML,13,0,11,0,24,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,17,0,13,0,30,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,92.00%,0.00%,8,0,33.33%,0.00%,£15.92,£0.00,4,0
B002FOVE68,B002FOVE68,RED Glitter Hair Spray - Stargazer 75ml,STARGAZER-GLITTER-SPRAY-RED,21,0,6,1,27,1,0.00%,0.00%,0.00%,0.02%,0.00%,0.01%,26,0,6,1,32,1,0.00%,0.00%,0.00%,0.02%,0.00%,0.01%,53.33%,100.00%,9,6,33.33%,600.00%,£61.58,£37.73,4,1
B0034LQ8IK,B0034LQ8IK,Max Factor Lipfinity - 40 Vivacious,MF-LIPFINITY-24HR-040-V2_SNL,10,0,12,2,22,2,0.00%,0.00%,0.00%,0.05%,0.00%,0.02%,16,0,16,2,32,2,0.00%,0.00%,0.00%,0.03%,0.00%,0.02%,32.14%,0.00%,5,0,22.73%,0.00%,£48.10,£0.00,4,0
B00NA0AIS6,B00BH1A3OO,"Rimmel Lash Accelerator Endless Mascara, Black, 10 ml",RIM-MSC-ACCEL-BLK,915,6,373,4,"1,288",10,0.10%,0.11%,0.09%,0.10%,0.09%,0.11%,"1,243",6,570,8,"1,813",14,0.10%,0.09%,0.10%,0.14%,0.10%,0.11%,0.89%,0.00%,4,0,0.31%,0.00%,£25.56,£0.00,4,0
B0H6WP73GK,B00I6E60KQ,"Max Factor Lipfinity, 310 Essential Violet, 4 g",MF-LIPFINITY-24HR-310,61,1,40,0,101,1,0.01%,0.02%,0.01%,0.00%,0.01%,0.01%,74,1,55,0,129,1,0.01%,0.01%,0.01%,0.00%,0.01%,0.01%,16.67%,0.00%,5,0,4.95%,0.00%,£42.45,£0.00,4,0
B00KG84ZP2,B00KG84ZP2,2 x Max Factor Lasting Performance Make-Up - Ivory Beige 101 35ml,MF-LP-101-2PK,17,0,27,0,44,0,0.00%,0.00%,0.01%,0.00%,0.00%,0.00%,19,0,37,0,56,0,0.00%,0.00%,0.01%,0.00%,0.00%,0.00%,44.00%,0.00%,5,0,11.36%,0.00%,£79.95,£0.00,4,0
B0BXS352Y4,B00PWKVT08,Marion Hair Dye Shampoo Bag Semi-Permanent Colour 4 to 8 Washes with Aloe and Keratin,MARION-COLOR-SHAMP-97,200,1,97,1,297,2,0.02%,0.02%,0.02%,0.02%,0.02%,0.02%,267,1,115,1,382,2,0.02%,0.01%,0.02%,0.02%,0.02%,0.02%,14.05%,100.00%,5,0,1.68%,0.00%,£14.95,£0.00,4,0
B0H3P69D99,B00UYJDWS4,RIMMEL LONDON - Oh My Gloss! Lip Gloss - High Shine - Up To 6hr - Enhanced With Argan Oil - Non Sticky -Lip Hugging Wand For Smooth & Precise Application - 130 Purr Glossy Cat - 6.5ml,RIM-OMG-LIP-130_SNL,841,3,362,1,"1,203",4,0.09%,0.06%,0.09%,0.02%,0.09%,0.04%,"1,109",3,473,1,"1,582",4,0.09%,0.04%,0.08%,0.02%,0.09%,0.03%,1.79%,0.00%,5,0,0.42%,0.00%,£22.95,£0.00,4,0
B0H4SV53T5,B00UYJGFL0,"Rimmel 60 Seconds Super Shine Nail Polish, 510 Euphoria, Quick-Dry Nail Polish, Ultra-Shiny Finish, Easy to Apply, Vibrant Colour, Long-Wearing, Improved Formula, Vegan, 8ml",RIM-NAIL-60S-510,"3,524",17,"1,420",12,"4,944",29,0.37%,0.32%,0.34%,0.29%,0.36%,0.31%,"4,299",18,"1,850",14,"6,149",32,0.34%,0.26%,0.33%,0.24%,0.34%,0.25%,0.10%,30.77%,4,3,0.08%,10.34%,£16.44,£12.33,4,3
